,year,ceremony,award_En,award_Ch,movie_En,movie_Ch,wonOscar
6317,1987,59,"Best Short Film, Live Action",最佳真人短片,Precious Images,珍贵影像,1
6318,1987,59,"Best Short Film, Live Action",最佳真人短片,Exit,出口,0
6319,1987,59,"Best Short Film, Live Action",最佳真人短片,Love Struck,爱的打击,0
6320,1987,59,"Best Documentary, Short Subjects",最佳纪录短片,"Women - for America, for the World",女人——为了美国，为了世界,1
6321,1987,59,"Best Documentary, Short Subjects",最佳纪录短片,Debonair Dancers,温文尔雅的舞者,0
6322,1987,59,"Best Documentary, Short Subjects",最佳纪录短片,The Masters of Disaster,灾难制造者,0
6323,1987,59,"Best Documentary, Short Subjects",最佳纪录短片,Red Grooms: Sunflower in a Hothouse,格鲁姆斯：温室里的向日葵,0
6324,1987,59,"Best Documentary, Short Subjects",最佳纪录短片,Sam,山姆,0
6325,1988,60,Best Motion Picture of the Year,最佳影片,The Last Emperor,末代皇帝,1
6326,1988,60,Best Motion Picture of the Year,最佳影片,Broadcast News,收播新闻,0
6327,1988,60,Best Motion Picture of the Year,最佳影片,Moonstruck,月色撩人,0
6328,1988,60,Best Motion Picture of the Year,最佳影片,Hope and Glory,希望与荣耀,0
6329,1988,60,Best Motion Picture of the Year,最佳影片,Fatal Attraction,致命诱惑,0
6330,1988,60,Best Achievement in Directing,最佳导演,Bernardo Bertolucci,贝纳尔多·贝托鲁奇,1
6331,1988,60,Best Achievement in Directing,最佳导演,Lasse Hallström,拉斯·霍尔斯道姆,0
6332,1988,60,Best Achievement in Directing,最佳导演,Norman Jewison,诺曼·杰威森,0
6333,1988,60,Best Achievement in Directing,最佳导演,John Boorman,约翰·保曼,0
6334,1988,60,Best Achievement in Directing,最佳导演,Adrian Lyne,阿德里安·莱恩,0
6335,1988,60,Best Performance by an Actor in a Leading Role,最佳男主角,Michael Douglas,迈克尔·道格拉斯,1
6336,1988,60,Best Performance by an Actor in a Leading Role,最佳男主角,William Hurt,威廉·赫特,0
6337,1988,60,Best Performance by an Actor in a Leading Role,最佳男主角,Robin Williams,罗宾·威廉姆斯,0
6338,1988,60,Best Performance by an Actor in a Leading Role,最佳男主角,Marcello Mastroianni,马塞洛·马斯楚安尼,0
6339,1988,60,Best Performance by an Actor in a Leading Role,最佳男主角,Jack Nicholson,杰克·尼科尔森,0
6340,1988,60,Best Performance by an Actress in a Leading Role,最佳女主角,Cher,雪儿,1
6341,1988,60,Best Performance by an Actress in a Leading Role,最佳女主角,Holly Hunter,霍利·亨特,0
6342,1988,60,Best Performance by an Actress in a Leading Role,最佳女主角,Glenn Close,格伦·克洛斯,0
6343,1988,60,Best Performance by an Actress in a Leading Role,最佳女主角,Sally Kirkland,莎莉·柯克兰德,0
6344,1988,60,Best Performance by an Actress in a Leading Role,最佳女主角,Meryl Streep,梅丽尔·斯特里普,0
6345,1988,60,Best Performance by an Actor in a Supporting Role,最佳男配角,Sean Connery,肖恩·康纳利,1
6346,1988,60,Best Performance by an Actor in a Supporting Role,最佳男配角,Albert Brooks,艾伯特·布鲁克斯,0
6347,1988,60,Best Performance by an Actor in a Supporting Role,最佳男配角,Vincent Gardenia,文森特·加迪尼亚,0
6348,1988,60,Best Performance by an Actor in a Supporting Role,最佳男配角,Denzel Washington,丹泽尔·华盛顿,0
6349,1988,60,Best Performance by an Actor in a Supporting Role,最佳男配角,Morgan Freeman,摩根·弗里曼,0
6350,1988,60,Best Performance by an Actress in a Supporting Role,最佳女配角,Olympia Dukakis,奥林匹娅·杜卡基斯,1
6351,1988,60,Best Performance by an Actress in a Supporting Role,最佳女配角,Anne Archer,安妮·阿彻,0
6352,1988,60,Best Performance by an Actress in a Supporting Role,最佳女配角,Norma Aleandro,诺玛·阿莱昂德罗,0
6353,1988,60,Best Performance by an Actress in a Supporting Role,最佳女配角,Anne Ramsey,安妮·拉姆塞,0
6354,1988,60,Best Performance by an Actress in a Supporting Role,最佳女配角,Ann Sothern,安·萨森,0
6355,1988,60,"Best Writing, Original Screenplay",最佳原创剧本,Moonstruck,月色撩人,1
6356,1988,60,"Best Writing, Original Screenplay",最佳原创剧本,Broadcast News,收播新闻,0
6357,1988,60,"Best Writing, Original Screenplay",最佳原创剧本,Au revoir les enfants,再见，孩子们,0
6358,1988,60,"Best Writing, Original Screenplay",最佳原创剧本,Radio Days,无线电时代,0
6359,1988,60,"Best Writing, Original Screenplay",最佳原创剧本,Hope and Glory,希望与荣耀,0
6360,1988,60,"Best Writing, Adapted Screenplay",最佳改编剧本,The Last Emperor,末代皇帝,1
6361,1988,60,"Best Writing, Adapted Screenplay",最佳改编剧本,Mitt liv som hund,狗脸的岁月,0
6362,1988,60,"Best Writing, Adapted Screenplay",最佳改编剧本,Fatal Attraction,致命诱惑,0
6363,1988,60,"Best Writing, Adapted Screenplay",最佳改编剧本,Full Metal Jacket,全金属外壳,0
6364,1988,60,"Best Writing, Adapted Screenplay",最佳改编剧本,The Dead,死者,0
6365,1988,60,Best Foreign Language Film of the Year,最佳外语片,Babettes gæstebud,巴贝特之宴,1
6366,1988,60,Best Foreign Language Film of the Year,最佳外语片,Au revoir les enfants,再见，孩子们,0
6367,1988,60,Best Foreign Language Film of the Year,最佳外语片,La famiglia,家庭,0
6368,1988,60,Best Foreign Language Film of the Year,最佳外语片,Ofelaš,探路者,0
6369,1988,60,Best Foreign Language Film of the Year,最佳外语片,Asignatura aprobada,课程结束,0
6370,1988,60,"Best Documentary, Features",最佳纪录长片,The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,十年午餐,1
6371,1988,60,"Best Documentary, Features",最佳纪录长片,Eyes on the Prize,矢志不移：美国民权运动1954-1985,0
6372,1988,60,"Best Documentary, Features",最佳纪录长片,Hellfire: A Journey from Hiroshima,地狱焰火：广岛之旅,0
6373,1988,60,"Best Documentary, Features",最佳纪录长片,Radio Bikini,比基尼电台,0
6374,1988,60,"Best Documentary, Features",最佳纪录长片,A Stitch for Time,罅隙,0
6375,1988,60,Best Cinematography,最佳摄影,The Last Emperor,末代皇帝,1
6376,1988,60,Best Cinematography,最佳摄影,Broadcast News,收播新闻,0
6377,1988,60,Best Cinematography,最佳摄影,Hope and Glory,希望与荣耀,0
6378,1988,60,Best Cinematography,最佳摄影,Empire of the Sun,太阳帝国,0
6379,1988,60,Best Cinematography,最佳摄影,Matewan,怒火战线,0
6380,1988,60,Best Achievement in Film Editing,最佳剪辑,The Last Emperor,末代皇帝,1
6381,1988,60,Best Achievement in Film Editing,最佳剪辑,Broadcast News,收播新闻,0
6382,1988,60,Best Achievement in Film Editing,最佳剪辑,Fatal Attraction,致命诱惑,0
6383,1988,60,Best Achievement in Film Editing,最佳剪辑,RoboCop,机器战警,0
6384,1988,60,Best Achievement in Film Editing,最佳剪辑,Empire of the Sun,太阳帝国,0
6385,1988,60,Best Visual Effects,最佳视觉效果,Innerspace,惊异大奇航,1
6386,1988,60,Best Visual Effects,最佳视觉效果,Predator,铁血战士,0
6387,1988,60,Best Sound,最佳音响,The Last Emperor,末代皇帝,1
6388,1988,60,Best Sound,最佳音响,RoboCop,机器战警,0
6389,1988,60,Best Sound,最佳音响,The Witches of Eastwick,东镇女巫,0
6390,1988,60,Best Sound,最佳音响,Lethal Weapon,致命武器,0
6391,1988,60,Best Sound,最佳音响,Empire of the Sun,太阳帝国,0
6392,1988,60,/ Best Production Design ( 最佳美术指导 Best Art Direction ),最佳艺术指导,The Last Emperor,末代皇帝,1
6393,1988,60,/ Best Production Design ( 最佳美术指导 Best Art Direction ),最佳艺术指导,The Untouchables,铁面无私,0
6394,1988,60,/ Best Production Design ( 最佳美术指导 Best Art Direction ),最佳艺术指导,Radio Days,无线电时代,0
6395,1988,60,/ Best Production Design ( 最佳美术指导 Best Art Direction ),最佳艺术指导,Hope and Glory,希望与荣耀,0
6396,1988,60,/ Best Production Design ( 最佳美术指导 Best Art Direction ),最佳艺术指导,Empire of the Sun,太阳帝国,0
6397,1988,60,Best Achievement in Costume Design,最佳服装设计,The Last Emperor,末代皇帝,1
6398,1988,60,Best Achievement in Costume Design,最佳服装设计,The Untouchables,铁面无私,0
6399,1988,60,Best Achievement in Costume Design,最佳服装设计,Maurice,莫里斯,0
6400,1988,60,Best Achievement in Costume Design,最佳服装设计,Empire of the Sun,太阳帝国,0
6401,1988,60,Best Achievement in Costume Design,最佳服装设计,The Dead,死者,0
6402,1988,60,Best Makeup,最佳化妆,Harry and the Hendersons,大脚哈利,1
6403,1988,60,Best Makeup,最佳化妆,Happy New Year,新年快乐,0
6404,1988,60,"Best Achievement in Music Written for Motion Pictures, Original Score",最佳原创配乐,The Last Emperor,末代皇帝,1
6405,1988,60,"Best Achievement in Music Written for Motion Pictures, Original Score",最佳原创配乐,The Untouchables,铁面无私,0
6406,1988,60,"Best Achievement in Music Written for Motion Pictures, Original Score",最佳原创配乐,Cry Freedom,哭喊自由,0
6407,1988,60,"Best Achievement in Music Written for Motion Pictures, Original Score",最佳原创配乐,The Witches of Eastwick,东镇女巫,0
6408,1988,60,"Best Achievement in Music Written for Motion Pictures, Original Score",最佳原创配乐,Empire of the Sun,太阳帝国,0
6409,1988,60,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,Dirty Dancing,辣身舞,1
6410,1988,60,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,Cry Freedom,哭喊自由,0
6411,1988,60,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,Mannequin,神气活现,0
6412,1988,60,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,The Princess Bride,公主新娘,0
6413,1988,60,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,Beverly Hills Cop II,比佛利山超级警探2,0
6414,1988,60,"Best Short Film, Animated",最佳动画短片,L'homme qui plantait des arbres,种树的牧羊人,1
6415,1988,60,"Best Short Film, Animated",最佳动画短片,George and Rosemary,乔治和露丝玛丽,0
6416,1988,60,"Best Short Film, Animated",最佳动画短片,Your Face,你的脸,0
6417,1988,60,"Best Short Film, Live Action",最佳真人短片,Ray's Male Heterosexual Dance Hall,同性恋舞馆,1
6418,1988,60,"Best Short Film, Live Action",最佳真人短片,Shoeshine,鞋油,0
6419,1988,60,"Best Short Film, Live Action",最佳真人短片,Making Waves,兴风作浪,0
6420,1988,60,"Best Documentary, Short Subjects",最佳纪录短片,Young at Heart,心年轻,1
6421,1988,60,"Best Documentary, Short Subjects",最佳纪录短片,Frances Steloff: Memoirs of a Bookseller,弗朗西斯·斯泰洛夫：书商回忆录,0
6422,1988,60,"Best Documentary, Short Subjects",最佳纪录短片,In the Wee Wee Hours...,在凌晨时分……,0
6423,1988,60,"Best Documentary, Short Subjects",最佳纪录短片,Language Says It All,言及之处,0
6424,1988,60,"Best Documentary, Short Subjects",最佳纪录短片,Silver Into Gold,由银变金,0
6425,1989,61,Best Motion Picture of the Year,最佳影片,Rain Man,雨人,1
6426,1989,61,Best Motion Picture of the Year,最佳影片,The Accidental Tourist,意外的旅客,0
6427,1989,61,Best Motion Picture of the Year,最佳影片,Working Girl,上班女郎,0
6428,1989,61,Best Motion Picture of the Year,最佳影片,Dangerous Liaisons,危险关系,0
6429,1989,61,Best Motion Picture of the Year,最佳影片,Mississippi Burning,烈血大风暴,0
6430,1989,61,Best Achievement in Directing,最佳导演,Barry Levinson,巴瑞·莱文森,1
6431,1989,61,Best Achievement in Directing,最佳导演,Charles Crichton,查尔斯·克莱顿,0
6432,1989,61,Best Achievement in Directing,最佳导演,Martin Scorsese,马丁·斯科塞斯,0
6433,1989,61,Best Achievement in Directing,最佳导演,Mike Nichols,迈克·尼科尔斯,0
6434,1989,61,Best Achievement in Directing,最佳导演,Alan Parker,艾伦·帕克,0
6435,1989,61,Best Performance by an Actor in a Leading Role,最佳男主角,Dustin Hoffman,达斯汀·霍夫曼,1
6436,1989,61,Best Performance by an Actor in a Leading Role,最佳男主角,Tom Hanks,汤姆·汉克斯,0
6437,1989,61,Best Performance by an Actor in a Leading Role,最佳男主角,Max von Sydow,马克斯·冯·叙多夫,0
6438,1989,61,Best Performance by an Actor in a Leading Role,最佳男主角,Edward James Olmos,爱德华·詹姆斯·奥莫斯,0
6439,1989,61,Best Performance by an Actor in a Leading Role,最佳男主角,Gene Hackman,吉恩·哈克曼,0
6440,1989,61,Best Performance by an Actress in a Leading Role,最佳女主角,Jodie Foster,朱迪·福斯特,1
6441,1989,61,Best Performance by an Actress in a Leading Role,最佳女主角,Sigourney Weaver,西格妮·韦弗,0
6442,1989,61,Best Performance by an Actress in a Leading Role,最佳女主角,Melanie Griffith,梅兰尼·格里菲斯,0
6443,1989,61,Best Performance by an Actress in a Leading Role,最佳女主角,Glenn Close,格伦·克洛斯,0
6444,1989,61,Best Performance by an Actress in a Leading Role,最佳女主角,Meryl Streep,梅丽尔·斯特里普,0
6445,1989,61,Best Performance by an Actor in a Supporting Role,最佳男配角,Kevin Kline,凯文·克莱恩,1
6446,1989,61,Best Performance by an Actor in a Supporting Role,最佳男配角,River Phoenix,瑞凡·菲尼克斯,0
6447,1989,61,Best Performance by an Actor in a Supporting Role,最佳男配角,Martin Landau,马丁·兰道,0
6448,1989,61,Best Performance by an Actor in a Supporting Role,最佳男配角,Dean Stockwell,迪恩·斯托克维尔,0
6449,1989,61,Best Performance by an Actor in a Supporting Role,最佳男配角,Alec Guinness,亚历克·吉尼斯,0
6450,1989,61,Best Performance by an Actress in a Supporting Role,最佳女配角,Geena Davis,吉娜·戴维斯,1
6451,1989,61,Best Performance by an Actress in a Supporting Role,最佳女配角,Joan Cusack,琼·库萨克,0
6452,1989,61,Best Performance by an Actress in a Supporting Role,最佳女配角,Sigourney Weaver,西格妮·韦弗,0
6453,1989,61,Best Performance by an Actress in a Supporting Role,最佳女配角,Michelle Pfeiffer,米歇尔·菲佛,0
6454,1989,61,Best Performance by an Actress in a Supporting Role,最佳女配角,Frances McDormand,弗兰西斯·麦克多蒙德,0
6455,1989,61,"Best Writing, Original Screenplay",最佳原创剧本,Rain Man,雨人,1
6456,1989,61,"Best Writing, Original Screenplay",最佳原创剧本,A Fish Called Wanda,一条叫旺达的鱼,0
6457,1989,61,"Best Writing, Original Screenplay",最佳原创剧本,Big,长大,0
6458,1989,61,"Best Writing, Original Screenplay",最佳原创剧本,Running on Empty,不设限通缉,0
6459,1989,61,"Best Writing, Original Screenplay",最佳原创剧本,Bull Durham,百万金臂,0
6460,1989,61,"Best Writing, Adapted Screenplay",最佳改编剧本,Dangerous Liaisons,危险关系,1
6461,1989,61,"Best Writing, Adapted Screenplay",最佳改编剧本,The Unbearable Lightness of Being,布拉格之恋,0
6462,1989,61,"Best Writing, Adapted Screenplay",最佳改编剧本,Gorillas in the Mist: The Story of Dian Fossey,迷雾森林十八年,0
6463,1989,61,"Best Writing, Adapted Screenplay",最佳改编剧本,The Accidental Tourist,意外的旅客,0
6464,1989,61,"Best Writing, Adapted Screenplay",最佳改编剧本,Little Dorrit,小杜丽,0
6465,1989,61,Best Foreign Language Film of the Year,最佳外语片,Pelle erövraren,征服者佩尔,1
6466,1989,61,Best Foreign Language Film of the Year,最佳外语片,"Mujeres al borde de un ataque de ""nervios""",崩溃边缘的女人,0
6467,1989,61,Best Foreign Language Film of the Year,最佳外语片,Hanussen,哈努森,0
6468,1989,61,Best Foreign Language Film of the Year,最佳外语片,Le maître de musique,曲中情未了,0
6469,1989,61,Best Foreign Language Film of the Year,最佳外语片,Salaam Bombay!,早安孟买,0
6470,1989,61,"Best Documentary, Features",最佳纪录长片,Hôtel Terminus,终点旅店,1
6471,1989,61,"Best Documentary, Features",最佳纪录长片,Let's Get Lost,让我们一起迷失,0
6472,1989,61,"Best Documentary, Features",最佳纪录长片,Who Killed Vincent Chin,谁杀了陈果仁,0
6473,1989,61,"Best Documentary, Features",最佳纪录长片,- 一 个南非白人的发声 The Cry of Reason: Beyers Naude - An Afrikaner Speaks Out,理性的呐喊：贝耶斯诺德,0
6474,1989,61,"Best Documentary, Features",最佳纪录长片,Promises to Keep,信守承诺,0
6475,1989,61,Best Cinematography,最佳摄影,Mississippi Burning,烈血大风暴,1
6476,1989,61,Best Cinematography,最佳摄影,The Unbearable Lightness of Being,布拉格之恋,0
6477,1989,61,Best Cinematography,最佳摄影,Rain Man,雨人,0
6478,1989,61,Best Cinematography,最佳摄影,Tequila Sunrise,破晓时刻,0
6479,1989,61,Best Cinematography,最佳摄影,Who Framed Roger Rabbit,谁陷害了兔子罗杰,0
6480,1989,61,Best Achievement in Film Editing,最佳剪辑,Who Framed Roger Rabbit,谁陷害了兔子罗杰,1
6481,1989,61,Best Achievement in Film Editing,最佳剪辑,Rain Man,雨人,0
6482,1989,61,Best Achievement in Film Editing,最佳剪辑,Die Hard,虎胆龙威,0
6483,1989,61,Best Achievement in Film Editing,最佳剪辑,Gorillas in the Mist: The Story of Dian Fossey,迷雾森林十八年,0
6484,1989,61,Best Achievement in Film Editing,最佳剪辑,Mississippi Burning,烈血大风暴,0
6485,1989,61,Best Visual Effects,最佳视觉效果,Who Framed Roger Rabbit,谁陷害了兔子罗杰,1
6486,1989,61,Best Visual Effects,最佳视觉效果,Die Hard,虎胆龙威,0
6487,1989,61,Best Visual Effects,最佳视觉效果,Willow,风云际会,0
6488,1989,61,Best Sound Editing,最佳音效剪辑,Who Framed Roger Rabbit,谁陷害了兔子罗杰,1
6489,1989,61,Best Sound Editing,最佳音效剪辑,Die Hard,虎胆龙威,0
6490,1989,61,Best Sound Editing,最佳音效剪辑,Willow,风云际会,0
6491,1989,61,Best Sound,最佳音响,Bird,爵士乐手,1
6492,1989,61,Best Sound,最佳音响,Die Hard,虎胆龙威,0
6493,1989,61,Best Sound,最佳音响,Gorillas in the Mist: The Story of Dian Fossey,迷雾森林十八年,0
6494,1989,61,Best Sound,最佳音响,Who Framed Roger Rabbit,谁陷害了兔子罗杰,0
6495,1989,61,Best Sound,最佳音响,Mississippi Burning,烈血大风暴,0
6496,1989,61,/ Best Production Design ( 最佳美术指导 Best Art Direction ),最佳艺术指导,Dangerous Liaisons,危险关系,1
6497,1989,61,/ Best Production Design ( 最佳美术指导 Best Art Direction ),最佳艺术指导,Rain Man,雨人,0
6498,1989,61,/ Best Production Design ( 最佳美术指导 Best Art Direction ),最佳艺术指导,Tucker: The Man and His Dream,创业先锋,0
6499,1989,61,/ Best Production Design ( 最佳美术指导 Best Art Direction ),最佳艺术指导,Who Framed Roger Rabbit,谁陷害了兔子罗杰,0
6500,1989,61,/ Best Production Design ( 最佳美术指导 Best Art Direction ),最佳艺术指导,Beaches,莫负当年情,0
6501,1989,61,Best Achievement in Costume Design,最佳服装设计,Dangerous Liaisons,危险关系,1
6502,1989,61,Best Achievement in Costume Design,最佳服装设计,Sunset,落日,0
6503,1989,61,Best Achievement in Costume Design,最佳服装设计,Tucker: The Man and His Dream,创业先锋,0
6504,1989,61,Best Achievement in Costume Design,最佳服装设计,Coming to America,美国之旅,0
6505,1989,61,Best Achievement in Costume Design,最佳服装设计,A Handful of Dust,一掬尘土,0
6506,1989,61,Best Makeup,最佳化妆,Beetlejuice,阴间大法师,1
6507,1989,61,Best Makeup,最佳化妆,Scrooged,孤寒财主,0
6508,1989,61,Best Makeup,最佳化妆,Coming to America,美国之旅,0
6509,1989,61,"Best Achievement in Music Written for Motion Pictures, Original Score",最佳原创配乐,The Milagro Beanfield War,豆田战役,1
6510,1989,61,"Best Achievement in Music Written for Motion Pictures, Original Score",最佳原创配乐,Rain Man,雨人,0
6511,1989,61,"Best Achievement in Music Written for Motion Pictures, Original Score",最佳原创配乐,Gorillas in the Mist: The Story of Dian Fossey,迷雾森林十八年,0
6512,1989,61,"Best Achievement in Music Written for Motion Pictures, Original Score",最佳原创配乐,The Accidental Tourist,意外的旅客,0
6513,1989,61,"Best Achievement in Music Written for Motion Pictures, Original Score",最佳原创配乐,Dangerous Liaisons,危险关系,0
6514,1989,61,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,Working Girl,上班女郎,1
6515,1989,61,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,Buster,痴情大丈夫,0
6516,1989,61,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,Out of Rosenheim,巴格达咖啡馆,0
6517,1989,61,"Best Short Film, Animated",最佳动画短片,Tin Toy,锡铁小兵,1
6518,1989,61,"Best Short Film, Animated",最佳动画短片,The Cat Came Back,猫咪又回来了,0
6519,1989,61,"Best Short Film, Animated",最佳动画短片,Technological Threat,科技的威胁,0
6520,1989,61,"Best Short Film, Live Action",最佳真人短片,The Appointments of Dennis Jennings,丹尼斯·詹宁斯的约会,1
6521,1989,61,"Best Short Film, Live Action",最佳真人短片,Gullah Tales,嘎勒的故事,0
6522,1989,61,"Best Short Film, Live Action",最佳真人短片,Cadillac Dreams,凯迪拉克梦,0
6523,1989,61,"Best Documentary, Short Subjects",最佳纪录短片,You Don't Have to Die,你不必去死,1
6524,1989,61,"Best Documentary, Short Subjects",最佳纪录短片,Portrait of Imogen,伊莫金的肖像,0
6525,1989,61,"Best Documentary, Short Subjects",最佳纪录短片,第一季 American Experience Season 1,美国历史,0
6526,1989,61,"Best Documentary, Short Subjects",最佳纪录短片,The Children's Storefront,孩童店铺,0
6527,1989,61,"Best Documentary, Short Subjects",最佳纪录短片,Gang Cops,帮派警察,0
6528,1990,62,Best Motion Picture of the Year,最佳影片,Driving Miss Daisy,为黛西小姐开车,1
6529,1990,62,Best Motion Picture of the Year,最佳影片,Dead Poets Society,死亡诗社,0
6530,1990,62,Best Motion Picture of the Year,最佳影片,Born on the Fourth of July,生于七月四日,0
6531,1990,62,Best Motion Picture of the Year,最佳影片,My Left Foot,我的左脚,0
6532,1990,62,Best Motion Picture of the Year,最佳影片,Field of Dreams,梦幻之地,0
6533,1990,62,Best Achievement in Directing,最佳导演,Oliver Stone,奥利佛·斯通,1
6534,1990,62,Best Achievement in Directing,最佳导演,Peter Weir,彼得·威尔,0
6535,1990,62,Best Achievement in Directing,最佳导演,Woody Allen,伍迪·艾伦,0
6536,1990,62,Best Achievement in Directing,最佳导演,Jim Sheridan,吉姆·谢里丹,0
6537,1990,62,Best Achievement in Directing,最佳导演,Kenneth Branagh,肯尼思·布拉纳,0
6538,1990,62,Best Performance by an Actor in a Leading Role,最佳男主角,Daniel Day-Lewis,丹尼尔·戴-刘易斯,1
6539,1990,62,Best Performance by an Actor in a Leading Role,最佳男主角,Robin Williams,罗宾·威廉姆斯,0
6540,1990,62,Best Performance by an Actor in a Leading Role,最佳男主角,Tom Cruise,汤姆·克鲁斯,0
6541,1990,62,Best Performance by an Actor in a Leading Role,最佳男主角,Morgan Freeman,摩根·弗里曼,0
6542,1990,62,Best Performance by an Actor in a Leading Role,最佳男主角,Kenneth Branagh,肯尼思·布拉纳,0
6543,1990,62,Best Performance by an Actress in a Leading Role,最佳女主角,Jessica Tandy,杰西卡·坦迪,1
6544,1990,62,Best Performance by an Actress in a Leading Role,最佳女主角,Jessica Lange,杰西卡·兰格,0
6545,1990,62,Best Performance by an Actress in a Leading Role,最佳女主角,Isabelle Adjani,伊莎贝尔·阿佳妮,0
6546,1990,62,Best Performance by an Actress in a Leading Role,最佳女主角,Michelle Pfeiffer,米歇尔·菲佛,0
6547,1990,62,Best Performance by an Actress in a Leading Role,最佳女主角,Pauline Collins,保利娜·科林斯,0
6548,1990,62,Best Performance by an Actor in a Supporting Role,最佳男配角,Denzel Washington,丹泽尔·华盛顿,1
6549,1990,62,Best Performance by an Actor in a Supporting Role,最佳男配角,Martin Landau,马丁·兰道,0
6550,1990,62,Best Performance by an Actor in a Supporting Role,最佳男配角,Dan Aykroyd,丹·艾克罗伊德,0
6551,1990,62,Best Performance by an Actor in a Supporting Role,最佳男配角,Danny Aiello,丹尼·爱罗,0
6552,1990,62,Best Performance by an Actor in a Supporting Role,最佳男配角,Marlon Brando,马龙·白兰度,0
6553,1990,62,Best Performance by an Actress in a Supporting Role,最佳女配角,Brenda Fricker,布兰达·弗里克,1
6554,1990,62,Best Performance by an Actress in a Supporting Role,最佳女配角,Dianne Wiest,黛安·韦斯特,0
6555,1990,62,Best Performance by an Actress in a Supporting Role,最佳女配角,Julia Roberts,朱莉娅·罗伯茨,0
6556,1990,62,Best Performance by an Actress in a Supporting Role,最佳女配角,Lena Olin,莉娜·奥琳,0
6557,1990,62,Best Performance by an Actress in a Supporting Role,最佳女配角,Anjelica Huston,安杰丽卡·休斯顿,0
6558,1990,62,"Best Writing, Original Screenplay",最佳原创剧本,Dead Poets Society,死亡诗社,1
6559,1990,62,"Best Writing, Original Screenplay",最佳原创剧本,When Harry Met Sally...,当哈利遇到莎莉,0
6560,1990,62,"Best Writing, Original Screenplay",最佳原创剧本,"Sex, Lies, and Videotape",性、谎言和录像带,0
6561,1990,62,"Best Writing, Original Screenplay",最佳原创剧本,Crimes and Misdemeanors,罪与错,0
6562,1990,62,"Best Writing, Original Screenplay",最佳原创剧本,Do the Right Thing,为所应为,0
6563,1990,62,"Best Writing, Adapted Screenplay",最佳改编剧本,Driving Miss Daisy,为黛西小姐开车,1
6564,1990,62,"Best Writing, Adapted Screenplay",最佳改编剧本,Born on the Fourth of July,生于七月四日,0
6565,1990,62,"Best Writing, Adapted Screenplay",最佳改编剧本,My Left Foot,我的左脚,0
6566,1990,62,"Best Writing, Adapted Screenplay",最佳改编剧本,Field of Dreams,梦幻之地,0
6567,1990,62,"Best Writing, Adapted Screenplay",最佳改编剧本,"Enemies, A Love Story",伪情半生,0
6568,1990,62,Best Foreign Language Film of the Year,最佳外语片,Nuovo Cinema Paradiso,天堂电影院,1
6569,1990,62,Best Foreign Language Film of the Year,最佳外语片,Camille Claudel,卡蜜儿·克劳岱尔,0
6570,1990,62,Best Foreign Language Film of the Year,最佳外语片,Jésus de Montréal,蒙特利尔的耶稣,0
6571,1990,62,Best Foreign Language Film of the Year,最佳外语片,Dansen med Regitze,跳华尔兹的女人,0
6572,1990,62,Best Foreign Language Film of the Year,最佳外语片,Lo que le pasó a Santiago,圣地亚哥奇遇,0
6573,1990,62,"Best Documentary, Features",最佳纪录长片,Common Threads: Stories from the Quilt,共同的线索,1
6574,1990,62,"Best Documentary, Features",最佳纪录长片,For All Mankind,为了全人类,0
6575,1990,62,"Best Documentary, Features",最佳纪录长片,Adam Clayton Powell,亚当-克莱顿鲍威尔,0
6576,1990,62,"Best Documentary, Features",最佳纪录长片,Crack USA: County Under Siege,美国裂痕：在包围下的城市,0
6577,1990,62,"Best Documentary, Features",最佳纪录长片,Super Chief: The Life and Legacy of Earl Warren,超级总裁：厄尔·沃伦的生活和遗产,0
6578,1990,62,Best Cinematography,最佳摄影,Glory,光荣战役,1
6579,1990,62,Best Cinematography,最佳摄影,Born on the Fourth of July,生于七月四日,0
6580,1990,62,Best Cinematography,最佳摄影,The Fabulous Baker Boys,一曲相思情未了,0
6581,1990,62,Best Cinematography,最佳摄影,The Abyss,深渊,0
6582,1990,62,Best Cinematography,最佳摄影,Blaze,爱的大风暴,0
6583,1990,62,Best Achievement in Film Editing,最佳剪辑,Born on the Fourth of July,生于七月四日,1
6584,1990,62,Best Achievement in Film Editing,最佳剪辑,Driving Miss Daisy,为黛西小姐开车,0
6585,1990,62,Best Achievement in Film Editing,最佳剪辑,Glory,光荣战役,0
6586,1990,62,Best Achievement in Film Editing,最佳剪辑,The Fabulous Baker Boys,一曲相思情未了,0
6587,1990,62,Best Achievement in Film Editing,最佳剪辑,L'ours,熊的故事,0
6588,1990,62,Best Visual Effects,最佳视觉效果,The Abyss,深渊,1
6589,1990,62,Best Visual Effects,最佳视觉效果,Back to the Future Part II,回到未来2,0
6590,1990,62,Best Visual Effects,最佳视觉效果,The Adventures of Baron Munchausen,终极天将,0
